model,model_label,fpr,tpr,threshold,auc
random_forest,随机森林,0.16666666666666666,0.16853932584269662,0.5725209859175218,0.532764277211625
random_forest,随机森林,0.16666666666666666,0.1760299625468165,0.5715559186524074,0.532764277211625
random_forest,随机森林,0.17054263565891473,0.1760299625468165,0.5706043615457942,0.532764277211625
random_forest,随机森林,0.17054263565891473,0.1797752808988764,0.5705340260491978,0.532764277211625
random_forest,随机森林,0.1744186046511628,0.1797752808988764,0.5695447143397834,0.532764277211625
random_forest,随机森林,0.1744186046511628,0.18726591760299627,0.5681523331628832,0.532764277211625
random_forest,随机森林,0.18604651162790697,0.18726591760299627,0.5661568819505444,0.532764277211625
random_forest,随机森林,0.18604651162790697,0.19850187265917604,0.5649738293610242,0.532764277211625
random_forest,随机森林,0.1937984496124031,0.19850187265917604,0.5641465698707264,0.532764277211625
random_forest,随机森林,0.1937984496124031,0.20599250936329588,0.5635023186633101,0.532764277211625
random_forest,随机森林,0.19767441860465115,0.20599250936329588,0.5632710989423824,0.532764277211625
random_forest,随机森林,0.19767441860465115,0.20973782771535582,0.5620841789274816,0.532764277211625
random_forest,随机森林,0.2131782945736434,0.20973782771535582,0.5586722338775667,0.532764277211625
random_forest,随机森林,0.2131782945736434,0.21348314606741572,0.5576380556662133,0.532764277211625
random_forest,随机森林,0.22093023255813954,0.21348314606741572,0.5569701160347695,0.532764277211625
random_forest,随机森林,0.22093023255813954,0.21722846441947566,0.5565483544655971,0.532764277211625
random_forest,随机森林,0.22868217054263565,0.21722846441947566,0.5559955069995569,0.532764277211625
random_forest,随机森林,0.22868217054263565,0.22846441947565543,0.5553581333999245,0.532764277211625
random_forest,随机森林,0.2364341085271318,0.22846441947565543,0.5545788527092096,0.532764277211625
random_forest,随机森林,0.2364341085271318,0.23595505617977527,0.5539748350630576,0.532764277211625
random_forest,随机森林,0.24031007751937986,0.23595505617977527,0.552232331568243,0.532764277211625
random_forest,随机森林,0.24031007751937986,0.2546816479400749,0.5492430741788463,0.532764277211625
random_forest,随机森林,0.25193798449612403,0.2546816479400749,0.5483084252450527,0.532764277211625
random_forest,随机森林,0.25193798449612403,0.2696629213483146,0.5450418097232169,0.532764277211625
random_forest,随机森林,0.2558139534883721,0.2696629213483146,0.5444277634721948,0.532764277211625
random_forest,随机森林,0.2558139534883721,0.2846441947565543,0.5438875578201617,0.532764277211625
random_forest,随机森林,0.26744186046511625,0.2846441947565543,0.5426310066302451,0.532764277211625
random_forest,随机森林,0.26744186046511625,0.2958801498127341,0.5424331882810377,0.532764277211625
random_forest,随机森林,0.29457364341085274,0.2958801498127341,0.5387159237586069,0.532764277211625
random_forest,随机森林,0.29457364341085274,0.299625468164794,0.5386978353016538,0.532764277211625
random_forest,随机森林,0.29844961240310075,0.299625468164794,0.5379599825815949,0.532764277211625
random_forest,随机森林,0.29844961240310075,0.30711610486891383,0.5366861345003384,0.532764277211625
random_forest,随机森林,0.3062015503875969,0.30711610486891383,0.5358562155660767,0.532764277211625
random_forest,随机森林,0.3062015503875969,0.32209737827715357,0.5334152150743744,0.532764277211625
random_forest,随机森林,0.3178294573643411,0.32209737827715357,0.532179287555998,0.532764277211625
random_forest,随机森林,0.3178294573643411,0.3258426966292135,0.5321686760949174,0.532764277211625
random_forest,随机森林,0.32170542635658916,0.3258426966292135,0.5320990568025593,0.532764277211625
random_forest,随机森林,0.32170542635658916,0.3295880149812734,0.5320619878759778,0.532764277211625
random_forest,随机森林,0.32945736434108525,0.3295880149812734,0.5309398144193374,0.532764277211625
random_forest,随机森林,0.32945736434108525,0.33707865168539325,0.5289598880586709,0.532764277211625
random_forest,随机森林,0.34108527131782945,0.33707865168539325,0.5279194557573401,0.532764277211625
random_forest,随机森林,0.34108527131782945,0.34831460674157305,0.5267677661157593,0.532764277211625
random_forest,随机森林,0.3449612403100775,0.34831460674157305,0.5258980316245546,0.532764277211625
random_forest,随机森林,0.3449612403100775,0.35580524344569286,0.5253327620484645,0.532764277211625
random_forest,随机森林,0.36046511627906974,0.35580524344569286,0.5228470103650291,0.532764277211625
random_forest,随机森林,0.36046511627906974,0.3595505617977528,0.5222718344657292,0.532764277211625
random_forest,随机森林,0.3643410852713178,0.3595505617977528,0.5220374215206067,0.532764277211625
random_forest,随机森林,0.3643410852713178,0.3895131086142322,0.5151744344660927,0.532764277211625
random_forest,随机森林,0.3682170542635659,0.3895131086142322,0.5145271761439763,0.532764277211625
random_forest,随机森林,0.3682170542635659,0.3970037453183521,0.5135750329555517,0.532764277211625
random_forest,随机森林,0.375968992248062,0.3970037453183521,0.5127348936307456,0.532764277211625
random_forest,随机森林,0.375968992248062,0.4157303370786517,0.5111224156682684,0.532764277211625
random_forest,随机森林,0.3798449612403101,0.4157303370786517,0.5108562774425647,0.532764277211625
random_forest,随机森林,0.3798449612403101,0.4232209737827715,0.5095143087221319,0.532764277211625
random_forest,随机森林,0.3875968992248062,0.4232209737827715,0.509034181950365,0.532764277211625
random_forest,随机森林,0.3875968992248062,0.42696629213483145,0.5087699777579506,0.532764277211625
random_forest,随机森林,0.3953488372093023,0.42696629213483145,0.5085135286728582,0.532764277211625
random_forest,随机森林,0.3953488372093023,0.4307116104868914,0.5072683842045903,0.532764277211625
random_forest,随机森林,0.4108527131782946,0.4307116104868914,0.5062317682656917,0.532764277211625
random_forest,随机森林,0.4108527131782946,0.4419475655430712,0.504357098746253,0.532764277211625
random_forest,随机森林,0.42248062015503873,0.4419475655430712,0.5039589447194772,0.532764277211625
random_forest,随机森林,0.42248062015503873,0.44569288389513106,0.5038372288110223,0.532764277211625
random_forest,随机森林,0.4263565891472868,0.44569288389513106,0.5030673825548105,0.532764277211625
random_forest,随机森林,0.4263565891472868,0.449438202247191,0.5030466889117585,0.532764277211625
random_forest,随机森林,0.4418604651162791,0.449438202247191,0.5020968014591941,0.532764277211625
random_forest,随机森林,0.4418604651162791,0.45318352059925093,0.5020591899147011,0.532764277211625
random_forest,随机森林,0.44573643410852715,0.45318352059925093,0.5018221506897121,0.532764277211625
random_forest,随机森林,0.44573643410852715,0.45692883895131087,0.5017847328831657,0.532764277211625
random_forest,随机森林,0.45348837209302323,0.45692883895131087,0.501285661524608,0.532764277211625
random_forest,随机森林,0.45348837209302323,0.46441947565543074,0.5008708433290723,0.532764277211625
random_forest,随机森林,0.4573643410852713,0.46441947565543074,0.5007199933129075,0.532764277211625
random_forest,随机森林,0.4573643410852713,0.47191011235955055,0.5004847739139828,0.532764277211625
random_forest,随机森林,0.46511627906976744,0.47191011235955055,0.5001942537717453,0.532764277211625
random_forest,随机森林,0.46511627906976744,0.49063670411985016,0.4978358743075308,0.532764277211625
random_forest,随机森林,0.4689922480620155,0.49063670411985016,0.49779388650700496,0.532764277211625
random_forest,随机森林,0.4689922480620155,0.50187265917603,0.49697634113910133,0.532764277211625
random_forest,随机森林,0.47674418604651164,0.50187265917603,0.4965655552065858,0.532764277211625
random_forest,随机森林,0.47674418604651164,0.5056179775280899,0.4965070114432736,0.532764277211625
random_forest,随机森林,0.4806201550387597,0.5056179775280899,0.4958809524172911,0.532764277211625
random_forest,随机森林,0.4806201550387597,0.5280898876404494,0.4945986705207436,0.532764277211625
random_forest,随机森林,0.4844961240310077,0.5280898876404494,0.4945723067554155,0.532764277211625
random_forest,随机森林,0.4844961240310077,0.5355805243445693,0.4941710263690971,0.532764277211625
random_forest,随机森林,0.4883720930232558,0.5355805243445693,0.4941304668947377,0.532764277211625
random_forest,随机森林,0.4883720930232558,0.5543071161048689,0.49334649327974744,0.532764277211625
